ride_id,ride_type,pickup_datetime,dropoff_datetime,pickup_location,dropoff_location,trip_distance_km,num_passengers,avg_carpoolers,fare_rs,payment_type,rate_type,carbon_emitted_kg,carbon_saved_kg
RIDE003749,Carpool,2025-03-17 11:19,2025-03-17 11:48,Anna Nagar,Chengalpattu Town,33.18,2,1.6,223.16,Card,Shared,4.645,1.726
RIDE003750,Carpool,2025-03-10 09:47,2025-03-10 10:38,Perungudi,Singaperumal Koil,54.72,3,2.9,348.41,Card,Shared,7.661,2.845
RIDE003751,Private,2025-03-03 02:14,2025-03-03 02:59,T Nagar,SRM University,43.37,1,,493.93,Wallet,Standard,8.327,0.0
RIDE003752,Carpool,2025-04-15 02:10,2025-04-15 02:48,Adyar,Singaperumal Koil,41.32,4,3.6,281.59,UPI,Shared,5.785,2.148
RIDE003753,Private,2025-01-17 16:14,2025-01-17 16:56,Tambaram,SRM University,44.66,1,,467.68,Card,Standard,8.575,0.0
RIDE003754,Private,2025-03-30 13:58,2025-03-30 14:36,Pallavaram,Mahindra City,35.48,1,,362.58,Cash,Standard,6.812,0.0
RIDE003755,Carpool,2025-02-02 11:12,2025-02-02 11:50,Tambaram,Singaperumal Koil,37.51,3,2.7,291.01,UPI,Shared,5.251,1.951
RIDE003756,Carpool,2025-04-18 07:00,2025-04-18 07:37,Pallavaram,Singaperumal Koil,33.42,3,2.5,257.82,Card,Shared,4.679,1.738
RIDE003757,Carpool,2025-01-05 23:33,2025-01-06 00:14,T Nagar,Mahindra City,36.07,2,1.6,275.84,Card,Shared,5.05,1.875
RIDE003758,Private,2025-01-18 19:29,2025-01-18 20:09,OMR Sholinganallur,Singaperumal Koil,43.48,1,,425.97,Cash,Standard,8.348,0.0
RIDE003759,Carpool,2025-01-03 21:07,2025-01-03 21:54,Anna Nagar,Chengalpattu Town,51.85,3,2.8,384.77,Cash,Shared,7.259,2.696
RIDE003760,Private,2025-03-01 10:11,2025-03-01 11:14,Perungudi,Singaperumal Koil,57.57,1,,574.46,Wallet,Standard,11.053,0.0
RIDE003761,Private,2025-03-09 06:47,2025-03-09 07:34,Velachery,Chengalpattu Bus Stand,41.43,1,,425.84,Cash,Standard,7.955,0.0
RIDE003762,Private,2025-02-19 11:07,2025-02-19 12:00,Pallavaram,Chengalpattu Bus Stand,48.23,1,,459.11,Card,Standard,9.26,0.0
RIDE003763,Carpool,2025-01-20 04:48,2025-01-20 05:59,Chromepet,Chengalpattu Bus Stand,58.37,2,1.4,359.37,Card,Shared,8.172,3.035
RIDE003764,Private,2025-03-24 01:18,2025-03-24 02:11,Pallavaram,Chengalpattu Bus Stand,47.75,1,,512.64,Cash,Standard,9.168,0.0
RIDE003765,Carpool,2025-03-07 07:38,2025-03-07 08:23,Velachery,Chengalpattu Town,47.62,4,3.5,343.09,Wallet,Shared,6.667,2.476
RIDE003766,Private,2025-01-20 04:06,2025-01-20 04:54,Pallavaram,Mahindra City,46.07,1,,436.13,Card,Standard,8.845,0.0
RIDE003767,Private,2025-04-01 19:21,2025-04-01 20:08,Chromepet,SRM University,41.33,1,,454.83,Card,Standard,7.935,0.0
RIDE003768,Carpool,2025-03-13 19:45,2025-03-13 20:30,Chromepet,Mahindra City,45.45,2,1.8,339.78,Card,Shared,6.363,2.363
RIDE003769,Carpool,2025-04-01 13:28,2025-04-01 14:35,Pallavaram,Singaperumal Koil,59.61,4,3.5,361.56,Wallet,Shared,8.345,3.1
RIDE003770,Carpool,2025-04-09 16:20,2025-04-09 16:59,Anna Nagar,SRM University,34.46,3,2.6,234.11,Cash,Shared,4.824,1.792
RIDE003771,Private,2025-04-26 08:31,2025-04-26 09:15,Anna Nagar,Mahindra City,37.77,1,,387.7,Wallet,Standard,7.252,0.0
RIDE003772,Private,2025-04-09 01:30,2025-04-09 02:37,Anna Nagar,Mahindra City,55.81,1,,508.76,Cash,Standard,10.716,0.0
RIDE003773,Private,2025-02-27 11:40,2025-02-27 12:53,OMR Sholinganallur,Chengalpattu Town,63.4,1,,651.17,Cash,Standard,12.173,0.0
RIDE003774,Carpool,2025-02-20 21:30,2025-02-20 22:34,T Nagar,SRM University,59.2,2,1.8,356.66,Card,Shared,8.288,3.078
RIDE003775,Private,2025-02-06 08:08,2025-02-06 08:56,Adyar,SRM University,46.49,1,,456.35,UPI,Standard,8.926,0.0
RIDE003776,Carpool,2025-01-22 05:50,2025-01-22 06:46,Adyar,Mahindra City,55.92,3,2.5,385.01,Wallet,Shared,7.829,2.908
RIDE003777,Private,2025-03-15 20:36,2025-03-15 21:40,Anna Nagar,Chengalpattu Bus Stand,56.1,1,,532.55,Card,Standard,10.771,0.0
RIDE003778,Carpool,2025-04-18 12:20,2025-04-18 12:58,Anna Nagar,SRM University,39.61,3,2.6,248.98,UPI,Shared,5.545,2.06
RIDE003779,Carpool,2025-03-07 07:37,2025-03-07 08:24,Perungudi,Mahindra City,41.33,4,3.7,311.76,Card,Shared,5.786,2.149
RIDE003780,Private,2025-02-14 03:22,2025-02-14 04:04,Adyar,Singaperumal Koil,43.36,1,,463.05,Cash,Standard,8.325,0.0
RIDE003781,Private,2025-04-21 17:56,2025-04-21 18:50,Anna Nagar,Chengalpattu Bus Stand,49.83,1,,494.1,Cash,Standard,9.567,0.0
RIDE003782,Private,2025-02-15 10:12,2025-02-15 11:25,T Nagar,Chengalpattu Town,64.48,1,,649.73,Cash,Standard,12.38,0.0
RIDE003783,Private,2025-02-08 10:21,2025-02-08 11:19,Tambaram,Mahindra City,54.21,1,,513.29,Cash,Standard,10.408,0.0
RIDE003784,Carpool,2025-04-10 21:18,2025-04-10 22:09,Tambaram,Chengalpattu Bus Stand,44.51,3,2.9,324.57,Card,Shared,6.231,2.315
RIDE003785,Carpool,2025-01-26 11:11,2025-01-26 12:24,Velachery,Chengalpattu Town,63.61,4,3.6,416.49,Wallet,Shared,8.905,3.308
RIDE003786,Carpool,2025-03-07 22:22,2025-03-07 23:08,Guindy,SRM University,49.33,2,1.7,299.7,Cash,Shared,6.906,2.565
RIDE003787,Private,2025-02-04 12:05,2025-02-04 12:39,Perungudi,Mahindra City,33.43,1,,340.67,Wallet,Standard,6.419,0.0
RIDE003788,Carpool,2025-03-09 19:02,2025-03-09 20:09,Perungudi,Mahindra City,60.25,2,1.9,419.73,Cash,Shared,8.435,3.133
RIDE003789,Private,2025-02-04 00:38,2025-02-04 01:13,Adyar,Singaperumal Koil,35.7,1,,361.21,Wallet,Standard,6.854,0.0
RIDE003790,Carpool,2025-03-07 23:26,2025-03-08 00:39,T Nagar,SRM University,60.57,4,3.9,381.83,Wallet,Shared,8.48,3.149
RIDE003791,Carpool,2025-04-13 05:02,2025-04-13 05:49,Pallavaram,Chengalpattu Bus Stand,51.44,2,1.5,399.34,UPI,Shared,7.202,2.674
RIDE003792,Private,2025-03-24 09:47,2025-03-24 10:50,Anna Nagar,Mahindra City,62.83,1,,637.11,Cash,Standard,12.063,0.0
RIDE003793,Private,2025-01-05 14:49,2025-01-05 15:33,T Nagar,Singaperumal Koil,39.14,1,,429.64,Card,Standard,7.515,0.0
RIDE003794,Private,2025-04-01 15:53,2025-04-01 16:26,OMR Sholinganallur,Chengalpattu Bus Stand,30.9,1,,321.29,UPI,Standard,5.933,0.0
RIDE003795,Carpool,2025-04-18 12:03,2025-04-18 12:50,Tambaram,SRM University,50.24,4,3.8,329.62,Cash,Shared,7.034,2.612
RIDE003796,Private,2025-03-31 16:02,2025-03-31 16:47,Pallavaram,Chengalpattu Town,42.05,1,,456.96,UPI,Standard,8.074,0.0
RIDE003797,Carpool,2025-01-25 15:13,2025-01-25 16:16,Velachery,Mahindra City,54.37,3,2.6,351.04,UPI,Shared,7.612,2.827
RIDE003798,Private,2025-02-25 06:03,2025-02-25 06:47,T Nagar,Chengalpattu Town,48.02,1,,479.93,Cash,Standard,9.22,0.0
RIDE003799,Private,2025-04-01 04:39,2025-04-01 05:48,Guindy,SRM University,62.63,1,,659.16,Wallet,Standard,12.025,0.0
RIDE003800,Private,2025-01-11 06:43,2025-01-11 07:27,Pallavaram,Chengalpattu Town,42.53,1,,408.73,Cash,Standard,8.166,0.0
RIDE003801,Private,2025-03-27 17:17,2025-03-27 18:05,Velachery,Chengalpattu Bus Stand,41.14,1,,412.92,Cash,Standard,7.899,0.0
RIDE003802,Carpool,2025-03-07 02:00,2025-03-07 02:49,Adyar,Chengalpattu Town,50.87,4,3.9,309.36,Wallet,Shared,7.122,2.645
RIDE003803,Carpool,2025-03-09 13:27,2025-03-09 14:30,Velachery,SRM University,58.82,3,2.8,443.9,Wallet,Shared,8.235,3.058
RIDE003804,Carpool,2025-01-18 20:16,2025-01-18 21:09,Chromepet,Chengalpattu Town,48.71,2,1.8,350.02,Card,Shared,6.819,2.533
RIDE003805,Private,2025-02-19 12:33,2025-02-19 13:37,Chromepet,Singaperumal Koil,57.22,1,,519.86,UPI,Standard,10.986,0.0
RIDE003806,Carpool,2025-02-06 19:55,2025-02-06 20:50,Tambaram,SRM University,52.89,2,1.6,318.53,Card,Shared,7.405,2.75
RIDE003807,Private,2025-03-02 11:54,2025-03-02 12:58,Adyar,SRM University,63.15,1,,642.99,Cash,Standard,12.125,0.0
RIDE003808,Carpool,2025-03-22 00:56,2025-03-22 01:58,Tambaram,Chengalpattu Bus Stand,50.42,3,2.5,350.38,Cash,Shared,7.059,2.622
RIDE003809,Carpool,2025-04-08 01:08,2025-04-08 02:14,Guindy,Chengalpattu Bus Stand,55.84,4,3.7,410.12,Wallet,Shared,7.818,2.903
RIDE003810,Carpool,2025-04-03 14:59,2025-04-03 15:40,Chromepet,Mahindra City,34.76,3,3.0,250.69,UPI,Shared,4.866,1.808
RIDE003811,Carpool,2025-02-17 10:46,2025-02-17 11:17,Velachery,Chengalpattu Bus Stand,32.16,3,2.5,197.26,UPI,Shared,4.502,1.673
RIDE003812,Private,2025-02-04 12:45,2025-02-04 13:42,Chromepet,SRM University,60.34,1,,602.95,Cash,Standard,11.585,0.0
RIDE003813,Private,2025-02-14 17:04,2025-02-14 18:02,T Nagar,Chengalpattu Bus Stand,59.48,1,,547.29,Cash,Standard,11.42,0.0
RIDE003814,Private,2025-03-14 13:40,2025-03-14 14:35,Perungudi,Chengalpattu Town,53.51,1,,491.79,Card,Standard,10.274,0.0
RIDE003815,Private,2025-03-02 01:06,2025-03-02 01:37,T Nagar,Chengalpattu Bus Stand,34.44,1,,310.42,Card,Standard,6.612,0.0
RIDE003816,Carpool,2025-03-09 13:18,2025-03-09 13:47,OMR Sholinganallur,Mahindra City,30.2,2,1.5,220.11,UPI,Shared,4.228,1.57
RIDE003817,Private,2025-02-09 09:44,2025-02-09 10:37,T Nagar,SRM University,55.86,1,,624.15,Cash,Standard,10.725,0.0
RIDE003818,Carpool,2025-01-03 20:04,2025-01-03 20:55,Perungudi,Chengalpattu Town,50.93,2,1.8,350.53,Wallet,Shared,7.13,2.649
RIDE003819,Private,2025-01-03 05:18,2025-01-03 06:23,Mylapore,Chengalpattu Bus Stand,53.03,1,,566.89,Cash,Standard,10.182,0.0
RIDE003820,Private,2025-03-11 22:05,2025-03-11 22:45,Anna Nagar,Singaperumal Koil,32.66,1,,365.64,UPI,Standard,6.271,0.0
RIDE003821,Private,2025-03-23 05:41,2025-03-23 06:19,T Nagar,SRM University,36.1,1,,325.39,UPI,Standard,6.931,0.0
RIDE003822,Carpool,2025-01-08 00:18,2025-01-08 01:05,Anna Nagar,Chengalpattu Bus Stand,42.75,2,1.5,284.73,Card,Shared,5.985,2.223
RIDE003823,Private,2025-03-17 10:06,2025-03-17 10:53,Tambaram,SRM University,49.47,1,,538.18,Card,Standard,9.498,0.0
RIDE003824,Carpool,2025-01-15 04:12,2025-01-15 05:03,Anna Nagar,Singaperumal Koil,43.14,4,3.9,302.82,UPI,Shared,6.04,2.243
RIDE003825,Private,2025-03-15 10:56,2025-03-15 11:42,Velachery,Chengalpattu Bus Stand,45.28,1,,419.51,Wallet,Standard,8.694,0.0
RIDE003826,Private,2025-04-13 06:14,2025-04-13 07:21,Guindy,Singaperumal Koil,57.9,1,,652.52,Wallet,Standard,11.117,0.0
RIDE003827,Carpool,2025-03-20 02:08,2025-03-20 02:52,Tambaram,Chengalpattu Town,43.67,3,2.7,304.01,Wallet,Shared,6.114,2.271
RIDE003828,Carpool,2025-01-14 21:09,2025-01-14 21:58,T Nagar,Chengalpattu Town,54.34,4,3.5,397.02,Cash,Shared,7.608,2.825
RIDE003829,Carpool,2025-03-02 05:00,2025-03-02 05:43,Tambaram,Chengalpattu Bus Stand,44.85,4,3.6,284.23,Wallet,Shared,6.279,2.332
RIDE003830,Private,2025-01-12 07:12,2025-01-12 07:54,Chromepet,SRM University,44.66,1,,471.55,Card,Standard,8.575,0.0
RIDE003831,Carpool,2025-02-17 06:32,2025-02-17 07:17,Pallavaram,Singaperumal Koil,44.55,2,1.6,309.29,Wallet,Shared,6.237,2.317
RIDE003832,Private,2025-02-14 17:48,2025-02-14 18:54,Pallavaram,Mahindra City,58.17,1,,567.32,Card,Standard,11.169,0.0
RIDE003833,Carpool,2025-03-03 11:11,2025-03-03 12:27,Tambaram,Mahindra City,64.89,2,2.0,394.02,Wallet,Shared,9.085,3.374
RIDE003834,Carpool,2025-03-15 03:57,2025-03-15 04:34,Mylapore,SRM University,32.7,4,3.6,241.01,UPI,Shared,4.578,1.7
RIDE003835,Carpool,2025-03-27 08:37,2025-03-27 09:08,Mylapore,Chengalpattu Town,31.1,2,1.4,235.45,Cash,Shared,4.354,1.617
RIDE003836,Carpool,2025-02-13 14:01,2025-02-13 14:36,Velachery,Chengalpattu Town,31.98,3,2.7,226.21,Card,Shared,4.477,1.663
RIDE003837,Carpool,2025-01-11 10:09,2025-01-11 10:59,Velachery,SRM University,47.88,2,1.7,294.2,Card,Shared,6.703,2.49
RIDE003838,Carpool,2025-04-25 04:43,2025-04-25 05:30,Mylapore,Singaperumal Koil,40.38,2,1.8,264.2,UPI,Shared,5.653,2.1
RIDE003839,Carpool,2025-01-26 02:58,2025-01-26 03:56,OMR Sholinganallur,SRM University,47.18,2,2.0,330.94,Wallet,Shared,6.605,2.454
RIDE003840,Carpool,2025-02-26 03:37,2025-02-26 04:41,Adyar,Chengalpattu Bus Stand,56.08,3,2.9,386.43,Wallet,Shared,7.851,2.916
RIDE003841,Private,2025-04-04 03:06,2025-04-04 03:56,Guindy,SRM University,43.2,1,,436.18,Card,Standard,8.294,0.0
RIDE003842,Carpool,2025-03-14 11:57,2025-03-14 12:35,Pallavaram,Chengalpattu Town,35.75,2,1.8,229.4,Wallet,Shared,5.005,1.859
RIDE003843,Private,2025-01-03 07:10,2025-01-03 08:13,Anna Nagar,Chengalpattu Town,61.44,1,,600.25,UPI,Standard,11.796,0.0
RIDE003844,Private,2025-04-13 07:38,2025-04-13 08:09,Chromepet,Singaperumal Koil,33.3,1,,330.56,Wallet,Standard,6.394,0.0
RIDE003845,Private,2025-01-24 12:20,2025-01-24 13:18,Tambaram,SRM University,54.54,1,,543.01,Cash,Standard,10.472,0.0
RIDE003846,Private,2025-03-18 09:21,2025-03-18 10:18,Mylapore,Singaperumal Koil,61.52,1,,582.63,Wallet,Standard,11.812,0.0
RIDE003847,Private,2025-04-20 17:46,2025-04-20 18:39,Guindy,Chengalpattu Town,57.0,1,,529.97,UPI,Standard,10.944,0.0
RIDE003848,Carpool,2025-01-28 02:00,2025-01-28 03:00,Perungudi,Chengalpattu Bus Stand,55.22,4,3.7,353.89,UPI,Shared,7.731,2.871
RIDE003849,Carpool,2025-01-06 18:08,2025-01-06 18:48,T Nagar,SRM University,38.68,2,1.6,242.58,UPI,Shared,5.415,2.012
RIDE003850,Private,2025-03-21 06:33,2025-03-21 07:44,Guindy,Chengalpattu Town,61.32,1,,574.43,Cash,Standard,11.773,0.0
RIDE003851,Carpool,2025-03-18 14:19,2025-03-18 15:10,OMR Sholinganallur,Chengalpattu Town,52.85,3,2.9,326.07,Wallet,Shared,7.399,2.748
RIDE003852,Private,2025-02-19 08:49,2025-02-19 09:53,Adyar,Chengalpattu Bus Stand,61.06,1,,552.55,Wallet,Standard,11.724,0.0
RIDE003853,Carpool,2025-01-20 20:38,2025-01-20 21:11,Tambaram,Chengalpattu Town,32.6,4,3.9,197.59,UPI,Shared,4.564,1.695
RIDE003854,Carpool,2025-03-15 14:55,2025-03-15 16:06,Perungudi,SRM University,62.97,4,3.5,465.8,Wallet,Shared,8.816,3.274
RIDE003855,Carpool,2025-03-31 13:50,2025-03-31 14:36,Adyar,Singaperumal Koil,37.98,4,3.5,287.64,Cash,Shared,5.317,1.975
RIDE003856,Private,2025-02-08 20:18,2025-02-08 21:03,Perungudi,Chengalpattu Bus Stand,43.29,1,,484.92,UPI,Standard,8.312,0.0
RIDE003857,Carpool,2025-02-16 18:30,2025-02-16 19:04,Chromepet,Chengalpattu Town,35.93,4,3.9,250.07,Wallet,Shared,5.03,1.869
RIDE003858,Private,2025-01-15 16:42,2025-01-15 17:17,Guindy,Chengalpattu Bus Stand,32.15,1,,361.68,Card,Standard,6.173,0.0
RIDE003859,Carpool,2025-02-23 13:37,2025-02-23 14:47,Adyar,Chengalpattu Town,63.31,4,3.7,383.56,Wallet,Shared,8.863,3.293
RIDE003860,Carpool,2025-01-26 00:15,2025-01-26 01:06,OMR Sholinganallur,Chengalpattu Bus Stand,55.43,2,1.6,401.8,Wallet,Shared,7.76,2.883
RIDE003861,Carpool,2025-03-05 20:37,2025-03-05 21:15,Chromepet,SRM University,35.46,3,3.0,220.87,Cash,Shared,4.964,1.844
RIDE003862,Carpool,2025-01-03 23:53,2025-01-04 00:49,Guindy,Chengalpattu Town,59.18,3,2.7,425.18,UPI,Shared,8.285,3.078
RIDE003863,Carpool,2025-03-22 14:47,2025-03-22 15:57,Guindy,Mahindra City,64.14,2,1.7,409.58,Cash,Shared,8.98,3.335
RIDE003864,Private,2025-02-15 06:59,2025-02-15 08:14,Mylapore,SRM University,63.52,1,,709.69,UPI,Standard,12.196,0.0
RIDE003865,Private,2025-04-14 18:43,2025-04-14 19:23,Adyar,Mahindra City,32.94,1,,377.45,Cash,Standard,6.324,0.0
RIDE003866,Carpool,2025-02-11 13:45,2025-02-11 14:29,Anna Nagar,Singaperumal Koil,42.02,2,1.7,277.58,Wallet,Shared,5.883,2.185
RIDE003867,Carpool,2025-04-26 08:49,2025-04-26 09:39,Guindy,Chengalpattu Bus Stand,51.68,3,2.9,338.21,Wallet,Shared,7.235,2.688
RIDE003868,Private,2025-04-30 08:11,2025-04-30 09:01,Adyar,Mahindra City,55.08,1,,585.16,Wallet,Standard,10.575,0.0
RIDE003869,Carpool,2025-01-19 22:17,2025-01-19 23:08,Adyar,Mahindra City,49.2,4,3.5,313.89,Cash,Shared,6.888,2.558
RIDE003870,Carpool,2025-02-11 07:36,2025-02-11 08:35,Mylapore,Chengalpattu Bus Stand,55.46,4,3.8,352.39,Card,Shared,7.764,2.884
RIDE003871,Private,2025-04-12 13:55,2025-04-12 14:51,Tambaram,Chengalpattu Town,45.99,1,,524.29,UPI,Standard,8.83,0.0
RIDE003872,Carpool,2025-03-28 15:06,2025-03-28 16:06,Pallavaram,Singaperumal Koil,63.16,3,2.7,439.82,Wallet,Shared,8.842,3.285
RIDE003873,Private,2025-02-18 10:30,2025-02-18 11:29,Velachery,Chengalpattu Bus Stand,61.08,1,,607.64,Wallet,Standard,11.727,0.0
RIDE003874,Private,2025-04-12 18:33,2025-04-12 19:22,Pallavaram,SRM University,40.31,1,,457.84,Wallet,Standard,7.74,0.0
RIDE003875,Carpool,2025-03-29 07:23,2025-03-29 07:58,OMR Sholinganallur,Singaperumal Koil,30.65,4,3.4,231.33,Wallet,Shared,4.291,1.594
RIDE003876,Carpool,2025-04-04 16:26,2025-04-04 17:17,Anna Nagar,Singaperumal Koil,42.9,4,3.6,282.19,Wallet,Shared,6.006,2.231
RIDE003877,Carpool,2025-03-04 00:44,2025-03-04 01:22,Adyar,Mahindra City,31.5,2,1.9,218.39,Wallet,Shared,4.41,1.638
RIDE003878,Carpool,2025-03-02 15:51,2025-03-02 16:31,Pallavaram,Singaperumal Koil,35.17,3,3.0,267.27,Wallet,Shared,4.924,1.829
RIDE003879,Private,2025-04-23 20:20,2025-04-23 21:18,Mylapore,Chengalpattu Bus Stand,61.71,1,,630.33,UPI,Standard,11.848,0.0
RIDE003880,Carpool,2025-04-15 17:31,2025-04-15 18:29,Adyar,Singaperumal Koil,57.08,2,1.7,405.51,Card,Shared,7.991,2.968
RIDE003881,Private,2025-04-16 10:58,2025-04-16 12:10,OMR Sholinganallur,Chengalpattu Bus Stand,59.54,1,,674.79,Card,Standard,11.432,0.0
RIDE003882,Carpool,2025-03-01 16:54,2025-03-01 17:44,Pallavaram,Chengalpattu Town,51.49,4,3.9,395.73,Card,Shared,7.209,2.677
RIDE003883,Carpool,2025-03-26 20:04,2025-03-26 20:50,Velachery,Chengalpattu Town,43.26,4,4.0,293.69,Card,Shared,6.056,2.25
RIDE003884,Private,2025-01-08 13:14,2025-01-08 13:54,Velachery,Mahindra City,41.79,1,,426.54,Card,Standard,8.024,0.0
RIDE003885,Private,2025-03-26 10:31,2025-03-26 11:29,OMR Sholinganallur,Chengalpattu Town,52.72,1,,552.62,Card,Standard,10.122,0.0
RIDE003886,Private,2025-02-20 18:52,2025-02-20 19:53,T Nagar,Chengalpattu Bus Stand,52.78,1,,535.58,UPI,Standard,10.134,0.0
RIDE003887,Carpool,2025-01-06 21:07,2025-01-06 22:18,Pallavaram,Chengalpattu Town,60.08,3,2.9,394.67,Card,Shared,8.411,3.124
RIDE003888,Private,2025-03-05 23:55,2025-03-06 00:33,OMR Sholinganallur,SRM University,36.84,1,,352.78,Wallet,Standard,7.073,0.0
RIDE003889,Private,2025-01-30 17:37,2025-01-30 18:20,Chromepet,Chengalpattu Bus Stand,37.61,1,,373.12,Cash,Standard,7.221,0.0
RIDE003890,Private,2025-04-14 08:56,2025-04-14 09:30,T Nagar,Chengalpattu Bus Stand,30.5,1,,337.02,UPI,Standard,5.856,0.0
RIDE003891,Private,2025-03-07 18:14,2025-03-07 19:06,Adyar,Chengalpattu Bus Stand,48.07,1,,483.42,UPI,Standard,9.229,0.0
RIDE003892,Private,2025-02-02 06:12,2025-02-02 06:44,Mylapore,Singaperumal Koil,32.52,1,,341.2,Cash,Standard,6.244,0.0
RIDE003893,Carpool,2025-03-11 09:57,2025-03-11 11:06,OMR Sholinganallur,Chengalpattu Town,62.61,3,2.5,385.05,Wallet,Shared,8.765,3.256
RIDE003894,Carpool,2025-04-13 12:27,2025-04-13 13:26,Adyar,Singaperumal Koil,52.92,3,2.6,399.43,Cash,Shared,7.409,2.752
RIDE003895,Carpool,2025-01-06 21:58,2025-01-06 22:55,Anna Nagar,Singaperumal Koil,50.54,2,1.9,344.77,UPI,Shared,7.076,2.628
RIDE003896,Carpool,2025-03-12 23:20,2025-03-13 00:00,Adyar,Singaperumal Koil,44.0,2,2.0,318.62,UPI,Shared,6.16,2.288
RIDE003897,Carpool,2025-03-29 15:52,2025-03-29 16:25,T Nagar,Chengalpattu Town,33.15,2,1.9,236.21,Cash,Shared,4.641,1.724
RIDE003898,Carpool,2025-02-03 16:18,2025-02-03 16:58,OMR Sholinganallur,SRM University,36.35,2,1.4,237.78,UPI,Shared,5.089,1.89
RIDE003899,Carpool,2025-02-26 16:42,2025-02-26 17:34,Guindy,Singaperumal Koil,46.41,4,3.9,354.42,Cash,Shared,6.497,2.414
RIDE003900,Private,2025-04-17 07:51,2025-04-17 08:43,Velachery,Chengalpattu Bus Stand,54.1,1,,511.26,Card,Standard,10.387,0.0
RIDE003901,Private,2025-02-08 12:55,2025-02-08 13:37,Anna Nagar,SRM University,40.57,1,,409.64,Wallet,Standard,7.789,0.0
RIDE003902,Private,2025-01-24 11:15,2025-01-24 11:57,Tambaram,Mahindra City,38.12,1,,402.09,Cash,Standard,7.319,0.0
RIDE003903,Private,2025-01-25 19:42,2025-01-25 20:44,Anna Nagar,Mahindra City,52.81,1,,507.46,Cash,Standard,10.14,0.0
RIDE003904,Private,2025-02-22 12:26,2025-02-22 13:09,Chromepet,Chengalpattu Town,37.85,1,,414.71,Card,Standard,7.267,0.0
RIDE003905,Private,2025-02-07 09:26,2025-02-07 10:06,Velachery,Mahindra City,36.24,1,,343.61,Cash,Standard,6.958,0.0
RIDE003906,Carpool,2025-02-04 19:45,2025-02-04 20:31,Velachery,Mahindra City,42.45,4,3.5,274.54,Cash,Shared,5.943,2.207
RIDE003907,Private,2025-03-04 03:31,2025-03-04 04:12,Adyar,Singaperumal Koil,41.31,1,,467.18,Card,Standard,7.932,0.0
RIDE003908,Carpool,2025-03-03 01:54,2025-03-03 02:46,Mylapore,Mahindra City,53.17,3,2.6,399.17,Card,Shared,7.444,2.765
RIDE003909,Private,2025-04-02 16:39,2025-04-02 17:30,OMR Sholinganallur,Singaperumal Koil,47.93,1,,529.77,Card,Standard,9.203,0.0
RIDE003910,Private,2025-02-25 17:03,2025-02-25 17:42,Pallavaram,Singaperumal Koil,39.07,1,,388.45,Card,Standard,7.501,0.0
RIDE003911,Carpool,2025-02-05 12:28,2025-02-05 13:33,OMR Sholinganallur,Singaperumal Koil,64.3,4,3.6,473.5,UPI,Shared,9.002,3.344
RIDE003912,Private,2025-04-27 02:08,2025-04-27 03:04,Pallavaram,Chengalpattu Bus Stand,60.07,1,,676.36,Card,Standard,11.533,0.0
RIDE003913,Carpool,2025-03-03 07:53,2025-03-03 08:23,Chromepet,Chengalpattu Bus Stand,31.54,2,1.9,220.01,Wallet,Shared,4.416,1.64
RIDE003914,Carpool,2025-01-30 16:09,2025-01-30 17:11,Velachery,Chengalpattu Bus Stand,62.98,2,1.9,440.96,UPI,Shared,8.817,3.275
RIDE003915,Carpool,2025-01-01 15:08,2025-01-01 15:49,Mylapore,Singaperumal Koil,41.6,2,2.0,254.62,UPI,Shared,5.824,2.163
RIDE003916,Carpool,2025-01-17 19:24,2025-01-17 20:37,Velachery,Singaperumal Koil,61.8,2,1.9,422.01,Card,Shared,8.652,3.214
RIDE003917,Private,2025-02-27 20:52,2025-02-27 21:31,T Nagar,SRM University,34.31,1,,380.46,UPI,Standard,6.588,0.0
RIDE003918,Private,2025-04-25 07:50,2025-04-25 08:25,Pallavaram,Mahindra City,31.89,1,,334.81,Cash,Standard,6.123,0.0
RIDE003919,Private,2025-02-22 01:50,2025-02-22 02:57,Chromepet,Chengalpattu Bus Stand,54.89,1,,497.11,Wallet,Standard,10.539,0.0
RIDE003920,Carpool,2025-04-06 17:12,2025-04-06 17:44,OMR Sholinganallur,SRM University,31.99,3,2.8,220.42,Wallet,Shared,4.479,1.663
RIDE003921,Private,2025-01-22 02:12,2025-01-22 02:45,T Nagar,Chengalpattu Town,32.02,1,,294.27,UPI,Standard,6.148,0.0
RIDE003922,Carpool,2025-04-03 20:14,2025-04-03 21:11,Tambaram,Singaperumal Koil,48.5,3,2.7,320.17,Wallet,Shared,6.79,2.522
RIDE003923,Carpool,2025-01-08 19:27,2025-01-08 20:38,Chromepet,Singaperumal Koil,58.66,4,3.5,365.51,Cash,Shared,8.212,3.051
RIDE003924,Carpool,2025-01-07 11:32,2025-01-07 12:31,OMR Sholinganallur,Mahindra City,63.97,2,2.0,446.55,UPI,Shared,8.956,3.326
RIDE003925,Carpool,2025-03-21 14:37,2025-03-21 15:12,Perungudi,Singaperumal Koil,35.25,2,1.5,274.12,UPI,Shared,4.935,1.833
RIDE003926,Private,2025-01-03 01:48,2025-01-03 02:57,OMR Sholinganallur,Chengalpattu Bus Stand,58.63,1,,669.79,Wallet,Standard,11.257,0.0
RIDE003927,Private,2025-03-16 16:34,2025-03-16 17:17,Guindy,SRM University,47.81,1,,530.27,Wallet,Standard,9.18,0.0
